CustomerKey,AddressLine1,CommuteDistance,EmailAddress,FirstName,LastName,Gender,Phone,YearlyIncome,MaritalStatus,GeographyKey,EnglishEducation,EnglishOccupation,TotalChildren
15749,2325 Mountaire Drive,10+ Miles,grace3@adventure-works.com,Grace,Brown,F,627-555-0172,"$70,000.00 ",S,611,Bachelors,Management,4
15750,3302 Trujillo,0-1 Miles,kaitlin16@adventure-works.com,Kaitlin,Martinez,F,591-555-0116,"$70,000.00 ",M,298,Partial College,Professional,0
15751,935 Vista Oak Dr,5-10 Miles,kristen11@adventure-works.com,Kristen,Xu,F,1 (11) 500 555-0110,"$80,000.00 ",S,32,High School,Skilled Manual,2
15752,592 Woodcrest Drive,1-2 Miles,bobby11@adventure-works.com,Bobby,Rodriguez,M,1 (11) 500 555-0117,"$80,000.00 ",M,10,High School,Skilled Manual,2
15753,997 Grasswood Ct.,5-10 Miles,margaret10@adventure-works.com,Margaret,Li,F,1 (11) 500 555-0129,"$70,000.00 ",S,27,High School,Skilled Manual,2
15754,8036 Summit View Dr.,5-10 Miles,crystal13@adventure-works.com,Crystal,Xu,F,1 (11) 500 555-0127,"$70,000.00 ",S,11,High School,Skilled Manual,2
15755,9297 Mauna Kea Court,1-2 Miles,connor7@adventure-works.com,Connor,Flores,M,1 (11) 500 555-0145,"$70,000.00 ",M,39,High School,Skilled Manual,2
15756,8507 Mt. Palomar Pl.,5-10 Miles,kari31@adventure-works.com,Kari,Gutierrez,F,1 (11) 500 555-0115,"$70,000.00 ",S,28,High School,Professional,2
15757,7594 Alexander Pl.,5-10 Miles,edwin45@adventure-works.com,Edwin,Ferrier,M,1 (11) 500 555-0158,"$70,000.00 ",S,28,High School,Professional,2
15758,6745 Blue Ridge Drive,5-10 Miles,arturo38@adventure-works.com,Arturo,Andersen,M,1 (11) 500 555-0158,"$130,000.00 ",M,38,Graduate Degree,Management,0
15759,7253 Mt. Alpine Pl,0-1 Miles,erin5@adventure-works.com,Erin,Brooks,F,211-555-0184,"$80,000.00 ",M,536,Bachelors,Management,0
15760,2732 Frisbie Ct.,5-10 Miles,richard79@adventure-works.com,Richard,James,M,625-555-0113,"$30,000.00 ",M,54,High School,Professional,0
15761,2617 Melody Drive,5-10 Miles,xavier13@adventure-works.com,Xavier,Thompson,M,936-555-0113,"$30,000.00 ",S,57,High School,Professional,0
15762,5870 Louisiana Dr.,1-2 Miles,garrett27@adventure-works.com,Garrett,Stewart,M,238-555-0177,"$30,000.00 ",S,59,High School,Professional,0
15763,2575 Garcia,5-10 Miles,xavier23@adventure-works.com,Xavier,Young,M,713-555-0147,"$60,000.00 ",M,644,Partial College,Professional,0
15764,4209 San Carlos Ave.,0-1 Miles,louis12@adventure-works.com,Louis,Guo,M,1 (11) 500 555-0129,"$120,000.00 ",S,40,Bachelors,Management,1
15765,8249 La Jolla,0-1 Miles,gilbert22@adventure-works.com,Gilbert,Deng,M,1 (11) 500 555-0176,"$130,000.00 ",M,32,Graduate Degree,Management,0
15766,2335 Peabody Road,0-1 Miles,priscilla19@adventure-works.com,Priscilla,Black,F,1 (11) 500 555-0113,"$160,000.00 ",S,36,Graduate Degree,Management,0
15767,2409 Harbor View Dr.,0-1 Miles,george15@adventure-works.com,George,Prasad,M,1 (11) 500 555-0163,"$160,000.00 ",S,37,Graduate Degree,Management,0
15768,5961 Crowe Pl.,0-1 Miles,victoria22@adventure-works.com,Victoria,Walker,F,465-555-0152,"$130,000.00 ",M,334,Graduate Degree,Management,0
15769,1306 Cashew Ln,0-1 Miles,kelly10@adventure-works.com,Kelly,Coleman,F,209-555-0129,"$130,000.00 ",M,335,Graduate Degree,Management,0
15770,5900 Pinehurst Court,0-1 Miles,xavier67@adventure-works.com,Xavier,Brooks,M,339-555-0199,"$150,000.00 ",S,372,Bachelors,Management,0
15771,2613 West I St.,1-2 Miles,maria43@adventure-works.com,Maria,Diaz,F,400-555-0178,"$130,000.00 ",M,543,Graduate Degree,Management,1
15772,2216 Blue Ridge Dr.,1-2 Miles,christopher10@adventure-works.com,Christopher,Anderson,M,993-555-0186,"$70,000.00 ",M,361,Partial High School,Skilled Manual,2
15773,3791 Rossmor Parkway,1-2 Miles,dylan5@adventure-works.com,Dylan,Jenkins,M,369-555-0114,"$70,000.00 ",M,336,Partial High School,Skilled Manual,2
15774,6501 West Way,5-10 Miles,natalie23@adventure-works.com,Natalie,Kelly,F,196-555-0196,"$60,000.00 ",M,634,High School,Professional,2
15775,8463 Monument Blvd.,1-2 Miles,michelle13@adventure-works.com,Michelle,Ward,F,328-555-0144,"$60,000.00 ",M,609,High School,Professional,2
15776,6469 Apple Drive,5-10 Miles,jesse36@adventure-works.com,Jesse,Mitchell,M,276-555-0112,"$60,000.00 ",M,345,High School,Professional,2
15777,4762 Heights Avenue,1-2 Miles,brianna0@adventure-works.com,Brianna,Smith,F,959-555-0110,"$60,000.00 ",M,637,High School,Professional,2
15778,1946 Bayside Way,5-10 Miles,josé64@adventure-works.com,José,Miller,M,528-555-0143,"$70,000.00 ",S,616,Partial College,Professional,2
15779,7783 Limewood Pl,5-10 Miles,jackson24@adventure-works.com,Jackson,Hayes,M,214-555-0114,"$70,000.00 ",M,611,Partial College,Professional,2
15780,6457 Appalachian Dr.,5-10 Miles,claudia3@adventure-works.com,Claudia,McDonald,F,371-555-0169,"$70,000.00 ",M,301,Partial College,Professional,3
15781,3237 Meager Dr,2-5 Miles,blake45@adventure-works.com,Blake,Evans,M,142-555-0191,"$80,000.00 ",M,360,Bachelors,Management,2
15782,3727 Winter Lane,5-10 Miles,katelyn24@adventure-works.com,Katelyn,Collins,F,485-555-0120,"$90,000.00 ",M,648,Partial College,Professional,2
15783,7334 Sterling Hill,0-1 Miles,david52@adventure-works.com,David,Alexander,M,1 (11) 500 555-0116,"$90,000.00 ",M,31,Bachelors,Professional,3
15784,Conesweg 168,1-2 Miles,rebekah34@adventure-works.com,Rebekah,Vazquez,F,1 (11) 500 555-0136,"$90,000.00 ",M,26,Bachelors,Professional,4
15785,5993 Baywood Drive,5-10 Miles,edwin0@adventure-works.com,Edwin,Zhang,M,1 (11) 500 555-0118,"$70,000.00 ",S,36,Partial College,Skilled Manual,1
15786,9281 Brushcreek Dr,5-10 Miles,marshall33@adventure-works.com,Marshall,Andersen,M,1 (11) 500 555-0162,"$70,000.00 ",M,34,Partial College,Skilled Manual,1
15787,5757 St. Catherines Court,5-10 Miles,cynthia24@adventure-works.com,Cynthia,Gonzalez,F,1 (11) 500 555-0114,"$60,000.00 ",S,17,Partial College,Skilled Manual,1
15788,4334 Contra Costa Blvd.,2-5 Miles,barbara13@adventure-works.com,Barbara,Li,F,1 (11) 500 555-0145,"$100,000.00 ",S,35,Bachelors,Professional,0
15789,6126 North Sixth Street,0-1 Miles,steve3@adventure-works.com,Steve,Schmidt,F,988-555-0100,"$110,000.00 ",S,26,Graduate Degree,Management,0
15790,5133 Serrana Ct.,5-10 Miles,colin13@adventure-works.com,Colin,Xu,M,1 (11) 500 555-0179,"$60,000.00 ",S,31,Partial College,Skilled Manual,1
15791,6696 Adria Drive,5-10 Miles,megan59@adventure-works.com,Megan,Long,F,1 (11) 500 555-0130,"$60,000.00 ",M,18,Partial College,Skilled Manual,1
15792,8532 Monterey Ave,0-1 Miles,ernest8@adventure-works.com,Ernest,Zhou,M,1 (11) 500 555-0142,"$60,000.00 ",M,30,Partial College,Skilled Manual,1
15793,6512 Buena Vista Ave.,0-1 Miles,renee9@adventure-works.com,Renee,Navarro,F,1 (11) 500 555-0159,"$70,000.00 ",S,2,Bachelors,Professional,0
15794,98 Ruby Lane,0-1 Miles,tonya15@adventure-works.com,Tonya,Chander,F,1 (11) 500 555-0147,"$80,000.00 ",M,26,Bachelors,Professional,5
15795,7728 Condor Place,0-1 Miles,diane12@adventure-works.com,Diane,Munoz,F,1 (11) 500 555-0139,"$80,000.00 ",M,16,Bachelors,Professional,5
15796,9155 Wee Donegal,1-2 Miles,edward71@adventure-works.com,Edward,Hayes,M,1 (11) 500 555-0119,"$80,000.00 ",M,39,Bachelors,Professional,5
15797,5252 Grand View Ave.,1-2 Miles,isaac10@adventure-works.com,Isaac,Cox,M,1 (11) 500 555-0134,"$80,000.00 ",M,19,Bachelors,Professional,5
15798,7927 Saclan Terr.,5-10 Miles,anne8@adventure-works.com,Anne,Munoz,F,1 (11) 500 555-0177,"$70,000.00 ",S,33,Bachelors,Professional,0
15799,408 Lislin Ct.,2-5 Miles,victoria11@adventure-works.com,Victoria,Anderson,F,1 (11) 500 555-0136,"$90,000.00 ",M,32,Bachelors,Professional,1
15800,7932 Pierce Ct.,2-5 Miles,alberto16@adventure-works.com,Alberto,Serrano,M,1 (11) 500 555-0112,"$90,000.00 ",S,5,Bachelors,Professional,1
15801,398 Pecan Pl,5-10 Miles,katrina1@adventure-works.com,Katrina,Shen,F,1 (11) 500 555-0113,"$70,000.00 ",S,22,Bachelors,Professional,0
15802,5854 Baird Court,0-1 Miles,bridget9@adventure-works.com,Bridget,Kumar,F,1 (11) 500 555-0111,"$70,000.00 ",S,14,Bachelors,Professional,0
15803,6471 Harvey Way,0-1 Miles,bradley21@adventure-works.com,Bradley,Goel,M,1 (11) 500 555-0142,"$70,000.00 ",M,35,Bachelors,Professional,5
15804,2520 Almond Street,5-10 Miles,brittney3@adventure-works.com,Brittney,Liu,F,1 (11) 500 555-0162,"$70,000.00 ",M,10,Bachelors,Professional,5
15805,1699 Meadowbrook Court,5-10 Miles,dawn9@adventure-works.com,Dawn,Lin,F,1 (11) 500 555-0112,"$70,000.00 ",M,16,Partial College,Skilled Manual,5
15806,7026 Trail Way,0-1 Miles,devin22@adventure-works.com,Devin,Allen,M,1 (11) 500 555-0170,"$70,000.00 ",M,19,Partial College,Skilled Manual,5
15807,5473 Olive Hill,10+ Miles,scot1@adventure-works.com,Scot,Schulte,M,910-555-0100,"$70,000.00 ",S,8,Partial College,Skilled Manual,5
15808,581 Roanoke Dr.,10+ Miles,natasha15@adventure-works.com,Natasha,Blanco,F,1 (11) 500 555-0162,"$70,000.00 ",M,40,Partial College,Skilled Manual,5
15809,6086 Glen Wood Drive,10+ Miles,christian16@adventure-works.com,Christian,Sharma,M,1 (11) 500 555-0159,"$70,000.00 ",M,13,Partial College,Skilled Manual,5
15810,1954 Sudden Loop,5-10 Miles,regina1@adventure-works.com,Regina,Kapoor,F,1 (11) 500 555-0139,"$70,000.00 ",M,37,Partial College,Skilled Manual,5
15811,6321 Laguna Street,5-10 Miles,barbara7@adventure-works.com,Barbara,Schultz,M,558-555-0100,"$70,000.00 ",M,15,Partial College,Skilled Manual,5
15812,5634 Haviland Place,0-1 Miles,logan48@adventure-works.com,Logan,Allen,M,1 (11) 500 555-0192,"$30,000.00 ",M,23,Partial College,Clerical,2
15813,3767 View Dr.,5-10 Miles,julian21@adventure-works.com,Julian,Diaz,M,358-555-0115,"$30,000.00 ",S,355,High School,Skilled Manual,0
15814,2098 Chilpancingo Pkwy.,5-10 Miles,monica13@adventure-works.com,Monica,Subram,F,230-555-0113,"$40,000.00 ",S,302,High School,Skilled Manual,0
15815,4946 Abbey Court,5-10 Miles,nicole48@adventure-works.com,Nicole,Price,F,813-555-0150,"$40,000.00 ",S,51,High School,Skilled Manual,0
15816,1516 Court Lane,5-10 Miles,victoria7@adventure-works.com,Victoria,Miller,F,195-555-0131,"$40,000.00 ",M,50,High School,Skilled Manual,0
15817,9543 West I St.,0-1 Miles,chloe84@adventure-works.com,Chloe,Alexander,F,257-555-0128,"$40,000.00 ",S,536,High School,Skilled Manual,0
15818,2279 Pineview Lane,5-10 Miles,stanley23@adventure-works.com,Stanley,Perez,M,737-555-0171,"$40,000.00 ",M,609,High School,Skilled Manual,0
15819,8286 All Ways Drive,5-10 Miles,savannah9@adventure-works.com,Savannah,Cox,F,844-555-0119,"$30,000.00 ",S,633,High School,Skilled Manual,0
15820,7179 Golden Rain,5-10 Miles,chase12@adventure-works.com,Chase,Ward,M,936-555-0114,"$30,000.00 ",M,618,High School,Skilled Manual,0
15821,3938 Baywood Drive,0-1 Miles,logan61@adventure-works.com,Logan,Anderson,M,147-555-0142,"$30,000.00 ",S,383,High School,Skilled Manual,0
15822,8208 Vista Ave.,0-1 Miles,damien11@adventure-works.com,Damien,Zhu,M,1 (11) 500 555-0188,"$40,000.00 ",M,29,Bachelors,Management,2
15823,2107 Amending Road,5-10 Miles,sharon10@adventure-works.com,Sharon,Tang,F,1 (11) 500 555-0114,"$60,000.00 ",S,32,Graduate Degree,Management,2
15824,50 Relief Valley Ct,5-10 Miles,lindsay7@adventure-works.com,Lindsay,Kumar,F,577-555-0118,"$30,000.00 ",S,310,Partial High School,Clerical,0
15825,5572 Running Springs Road,5-10 Miles,angela18@adventure-works.com,Angela,Simmons,F,787-555-0188,"$40,000.00 ",S,637,High School,Skilled Manual,0
15826,2374 Flamingo Drive,5-10 Miles,marissa19@adventure-works.com,Marissa,Price,F,277-555-0144,"$30,000.00 ",S,53,Partial High School,Clerical,0
15827,1201 Ricardo Drive,0-1 Miles,danielle14@adventure-works.com,Danielle,Ward,F,444-555-0142,"$40,000.00 ",S,614,High School,Skilled Manual,0
15828,5979 El Pueblo,5-10 Miles,robyn13@adventure-works.com,Robyn,Ramos,F,1 (11) 500 555-0123,"$30,000.00 ",M,29,Partial College,Clerical,2
15829,8802 Lee Lane,5-10 Miles,devin59@adventure-works.com,Devin,Diaz,M,1 (11) 500 555-0133,"$40,000.00 ",S,35,Bachelors,Management,2
15830,9944 Maywood Lane,0-1 Miles,naomi8@adventure-works.com,Naomi,Alonso,F,1 (11) 500 555-0167,"$40,000.00 ",M,8,Bachelors,Management,2
15831,1305 Willbrook Court,5-10 Miles,omar17@adventure-works.com,Omar,He,M,1 (11) 500 555-0110,"$40,000.00 ",M,12,Bachelors,Management,2
15832,4273 Alum Rock Drive,5-10 Miles,manuel16@adventure-works.com,Manuel,Martinez,M,1 (11) 500 555-0181,"$40,000.00 ",S,28,Bachelors,Management,2
15833,5476 Weber Bryan,5-10 Miles,tabitha3@adventure-works.com,Tabitha,Kovar,F,1 (11) 500 555-0118,"$60,000.00 ",S,38,Graduate Degree,Management,2
15834,224 Terrace Drive,1-2 Miles,rebecca16@adventure-works.com,Rebecca,Green,F,463-555-0138,"$40,000.00 ",S,644,Partial College,Skilled Manual,0
15835,350 Pastel Drive,5-10 Miles,marcus0@adventure-works.com,Marcus,Smith,M,632-555-0199,"$40,000.00 ",S,315,Partial College,Skilled Manual,0
15836,4890 Heron Ct,5-10 Miles,devin10@adventure-works.com,Devin,Jackson,M,234-555-0119,"$40,000.00 ",S,343,Partial College,Skilled Manual,0
15837,1906 Seaview Avenue,5-10 Miles,julia23@adventure-works.com,Julia,Johnston,F,921-555-0148,"$40,000.00 ",S,611,High School,Skilled Manual,0
15838,8396 Ruth Drive,5-10 Miles,julia31@adventure-works.com,Julia,Taylor,F,177-555-0197,"$30,000.00 ",S,322,Partial College,Skilled Manual,0
15839,9994 Meadowbrook Dr.,5-10 Miles,william24@adventure-works.com,William,Taylor,M,735-555-0119,"$30,000.00 ",S,369,Partial College,Skilled Manual,0
15840,8245 Heartwood Drive,5-10 Miles,natalie17@adventure-works.com,Natalie,Peterson,F,741-555-0123,"$70,000.00 ",M,552,Partial College,Skilled Manual,0
15841,3993 Jabber Place,1-2 Miles,luis31@adventure-works.com,Luis,Shan,M,716-555-0173,"$80,000.00 ",S,338,Bachelors,Management,0
15842,6885 Amending Drive,1-2 Miles,haley15@adventure-works.com,Haley,Gray,F,676-555-0155,"$80,000.00 ",M,641,Bachelors,Management,0
15843,7624 Crawford,0-1 Miles,caleb48@adventure-works.com,Caleb,Wright,M,649-555-0138,"$80,000.00 ",S,648,Bachelors,Management,0
15844,5720 A St.,1-2 Miles,megan7@adventure-works.com,Megan,Brown,F,194-555-0184,"$80,000.00 ",M,326,Bachelors,Management,0
15845,486 Pacifica Avenue,0-1 Miles,mackenzie32@adventure-works.com,Mackenzie,Carter,F,195-555-0145,"$80,000.00 ",M,545,Bachelors,Management,0
15846,4194 Baywood Drive,1-2 Miles,julian14@adventure-works.com,Julian,Flores,M,494-555-0138,"$80,000.00 ",S,53,Bachelors,Management,0
15847,7393 N Ranchford Court,1-2 Miles,edward35@adventure-works.com,Edward,White,M,521-555-0160,"$90,000.00 ",M,70,Bachelors,Management,4
15848,3340 Clifford Court,0-1 Miles,gabrielle60@adventure-works.com,Gabrielle,Hernandez,F,536-555-0121,"$90,000.00 ",M,547,Bachelors,Management,4
15849,9061 Isabel,5-10 Miles,destiny46@adventure-works.com,Destiny,Kelly,F,849-555-0126,"$110,000.00 ",S,641,Graduate Degree,Management,0
15850,1673 Buena Vista,0-1 Miles,rachel48@adventure-works.com,Rachel,Bradley,F,252-555-0158,"$110,000.00 ",S,69,Graduate Degree,Management,0
15851,6727 Roux Court,1-2 Miles,taylor57@adventure-works.com,Taylor,Anderson,F,406-555-0162,"$110,000.00 ",S,616,Graduate Degree,Management,0
15852,2526 Sharon Dr.,0-1 Miles,oscar13@adventure-works.com,Oscar,Henderson,M,827-555-0164,"$120,000.00 ",S,368,Bachelors,Management,0
15853,4979 Sweeney Road,10+ Miles,jasmine4@adventure-works.com,Jasmine,Brown,F,702-555-0152,"$120,000.00 ",M,339,Bachelors,Management,0
15854,7515 Delaware Court,10+ Miles,miranda2@adventure-works.com,Miranda,Wood,F,273-555-0127,"$120,000.00 ",M,315,Bachelors,Management,0
15855,4550 Morello Ave.,1-2 Miles,noah60@adventure-works.com,Noah,Jones,M,522-555-0143,"$80,000.00 ",M,368,Bachelors,Management,4
15856,7914 Woodpine,0-1 Miles,luis16@adventure-works.com,Luis,Gonzales,M,487-555-0115,"$90,000.00 ",M,51,Bachelors,Management,4
15857,9940 Northwood Dr.,1-2 Miles,isabella68@adventure-works.com,Isabella,White,F,713-555-0136,"$60,000.00 ",S,307,Graduate Degree,Skilled Manual,4
15858,4209 San Carlos Ave.,0-1 Miles,jonathan37@adventure-works.com,Jonathan,Parker,M,159-555-0195,"$60,000.00 ",M,311,Graduate Degree,Skilled Manual,4
15859,8840 D Crane Ct,1-2 Miles,abigail20@adventure-works.com,Abigail,Ramirez,F,807-555-0134,"$60,000.00 ",S,69,Graduate Degree,Skilled Manual,4
15860,7512 Sanford Street,1-2 Miles,joe30@adventure-works.com,Joe,Moreno,M,630-555-0181,"$40,000.00 ",S,609,Partial College,Clerical,4
15861,6398 Haviland Place,0-1 Miles,damien8@adventure-works.com,Damien,Zhao,M,498-555-0115,"$40,000.00 ",S,299,Partial College,Clerical,4
15862,7455 Wellington Ave.,1-2 Miles,sriniwa0@adventure-works.com,Sriniwa,Narayanan,F,854-555-0182,"$50,000.00 ",S,301,Graduate Degree,Skilled Manual,0
15863,4214 Northwood Dr.,0-1 Miles,adam44@adventure-works.com,Adam,Scott,M,645-555-0141,"$50,000.00 ",M,53,Graduate Degree,Skilled Manual,0
15864,8080 Lancelot Dr.,0-1 Miles,lauren7@adventure-works.com,Lauren,Bailey,F,797-555-0172,"$50,000.00 ",S,68,Graduate Degree,Skilled Manual,0
15865,2807 Charlotte Court,10+ Miles,isabel0@adventure-works.com,Isabel,Price,F,806-555-0193,"$40,000.00 ",S,352,High School,Skilled Manual,4
15866,2506 Almaden Dr.,0-1 Miles,abigail53@adventure-works.com,Abigail,White,F,215-555-0122,"$60,000.00 ",S,54,Graduate Degree,Skilled Manual,1
15867,8311 Foxhill Dr.,0-1 Miles,victoria14@adventure-works.com,Victoria,White,F,530-555-0117,"$60,000.00 ",S,633,Graduate Degree,Skilled Manual,1
15868,4037 San View Way,1-2 Miles,caleb25@adventure-works.com,Caleb,Lal,M,392-555-0153,"$60,000.00 ",S,66,Graduate Degree,Skilled Manual,1
15869,6060 Sanford Street,1-2 Miles,alexandra88@adventure-works.com,Alexandra,Hall,F,758-555-0169,"$60,000.00 ",S,632,Graduate Degree,Skilled Manual,1
15870,5024 Valley Oak Plaza,1-2 Miles,zoe10@adventure-works.com,Zoe,Howard,F,164-555-0174,"$60,000.00 ",S,539,Graduate Degree,Skilled Manual,1
15871,3962 Camel Place,1-2 Miles,ryan35@adventure-works.com,Ryan,Jai,M,212-555-0119,"$60,000.00 ",M,633,Graduate Degree,Skilled Manual,1
15872,5828 E. 102nd Street,1-2 Miles,gabriella31@adventure-works.com,Gabriella,Gonzalez,F,305-555-0149,"$50,000.00 ",M,69,Graduate Degree,Skilled Manual,1
15873,8417 Estudello St.,0-1 Miles,hailey10@adventure-works.com,Hailey,Richardson,F,261-555-0118,"$70,000.00 ",M,326,Graduate Degree,Professional,1
15874,6791 Creekside Drive,1-2 Miles,samuel53@adventure-works.com,Samuel,Martin,M,223-555-0161,"$70,000.00 ",M,66,Bachelors,Management,4
15875,2972 Hamiliton Ave.,1-2 Miles,devin84@adventure-works.com,Devin,Morris,M,585-555-0177,"$70,000.00 ",M,369,Bachelors,Management,4
15876,5345 Willow Avenue,1-2 Miles,eduardo38@adventure-works.com,Eduardo,Turner,M,500-555-0170,"$70,000.00 ",M,53,Bachelors,Management,5
15877,2804 Alderwood Lane,10+ Miles,jordan57@adventure-works.com,Jordan,Perez,M,138-555-0152,"$70,000.00 ",M,299,Bachelors,Management,5
15878,5901 May Rd,10+ Miles,kevin15@adventure-works.com,Kevin,Flores,M,682-555-0114,"$70,000.00 ",M,59,Bachelors,Management,5
15879,2942 Berkhire Court,2-5 Miles,tyler13@adventure-works.com,Tyler,Wilson,M,777-555-0150,"$70,000.00 ",M,66,Bachelors,Management,5
15880,5301 Loeffler Lane,2-5 Miles,patrick21@adventure-works.com,Patrick,Bailey,M,578-555-0114,"$70,000.00 ",M,641,Bachelors,Management,5
15881,4090 Woodbury Place,10+ Miles,destiny2@adventure-works.com,Destiny,Williams,F,882-555-0116,"$60,000.00 ",M,55,Bachelors,Management,4
15882,9645 Prancing Drive,10+ Miles,maurice3@adventure-works.com,Maurice,Xie,M,424-555-0166,"$60,000.00 ",S,536,Bachelors,Management,4
15883,308 Daffodil Dr.,2-5 Miles,tristan6@adventure-works.com,Tristan,Coleman,M,154-555-0191,"$60,000.00 ",M,312,Bachelors,Management,4
15884,9955 Auburn,2-5 Miles,dakota0@adventure-works.com,Dakota,Bradley,M,340-555-0119,"$60,000.00 ",M,314,Bachelors,Management,4
15885,7106 Roland Dr.,10+ Miles,garrett22@adventure-works.com,Garrett,Sanchez,M,139-555-0131,"$60,000.00 ",S,638,Bachelors,Management,4
15886,7126 Edie Ct.,10+ Miles,matthew10@adventure-works.com,Matthew,Brown,M,963-555-0113,"$60,000.00 ",S,335,Bachelors,Management,5
15887,1229 Harness Circle,10+ Miles,deanna41@adventure-works.com,Deanna,Vazquez,F,117-555-0116,"$60,000.00 ",M,611,Bachelors,Management,5
15888,3766 Gumwood Dr.,10+ Miles,amanda9@adventure-works.com,Amanda,Richardson,F,899-555-0199,"$70,000.00 ",M,627,Bachelors,Management,5
15889,361 Olivera Rd.,10+ Miles,robert63@adventure-works.com,Robert,Wright,M,676-555-0147,"$70,000.00 ",M,50,Bachelors,Management,4
15890,6787 Terra Calitina,10+ Miles,james35@adventure-works.com,James,Russell,M,503-555-0179,"$60,000.00 ",S,315,Bachelors,Management,2
15891,626 Bentley Street,1-2 Miles,jordan66@adventure-works.com,Jordan,Lopez,M,463-555-0181,"$70,000.00 ",M,331,Bachelors,Management,4
15892,3770 Dos Encinas,10+ Miles,pamela11@adventure-works.com,Pamela,Srini,F,618-555-0136,"$40,000.00 ",S,607,High School,Professional,2
15893,6220 Boxer Blvd,10+ Miles,yolanda4@adventure-works.com,Yolanda,Xu,F,742-555-0176,"$40,000.00 ",M,609,High School,Professional,2
15894,4444 Buckingham Dr.,2-5 Miles,joanna9@adventure-works.com,Joanna,Gutierrez,F,984-555-0124,"$40,000.00 ",M,609,High School,Professional,2
15895,2585 San Vincente Drive,10+ Miles,sophia6@adventure-works.com,Sophia,Parker,F,159-555-0110,"$60,000.00 ",S,316,Bachelors,Management,2
15896,5728 Benedict Ct.,10+ Miles,samuel61@adventure-works.com,Samuel,Jones,M,688-555-0118,"$60,000.00 ",M,352,Bachelors,Management,2
15897,3507 Olive Dr.,10+ Miles,haley9@adventure-works.com,Haley,Cooper,F,188-555-0123,"$70,000.00 ",S,385,Partial College,Professional,4
15898,4208 Seal Way,2-5 Miles,isaiah32@adventure-works.com,Isaiah,Gonzalez,M,301-555-0163,"$60,000.00 ",M,648,Partial College,Professional,2
15899,4522 N. 227th St.,10+ Miles,ian64@adventure-works.com,Ian,James,M,427-555-0147,"$70,000.00 ",M,369,Partial College,Professional,4
15900,3166 Rosemarie Place,10+ Miles,wyatt42@adventure-works.com,Wyatt,Roberts,M,712-555-0117,"$40,000.00 ",S,50,Partial High School,Skilled Manual,2
15901,2812 Mazatlan,2-5 Miles,taylor42@adventure-works.com,Taylor,Bryant,F,804-555-0174,"$60,000.00 ",S,616,Partial College,Professional,2
15902,6161 Sanders St.,2-5 Miles,robert33@adventure-works.com,Robert,Diaz,M,694-555-0162,"$60,000.00 ",M,632,Partial College,Professional,2
15903,2275 Valley Blvd.,2-5 Miles,abigail28@adventure-works.com,Abigail,Barnes,F,431-555-0118,"$60,000.00 ",M,299,Partial College,Professional,2
15904,811 Mcneil Place,10+ Miles,janice4@adventure-works.com,Janice,Bennett,F,627-555-0176,"$60,000.00 ",M,307,Partial College,Professional,2
15905,613 Lakehurst Dr.,2-5 Miles,taylor56@adventure-works.com,Taylor,Taylor,F,187-555-0152,"$70,000.00 ",S,52,High School,Professional,2
15906,3192 Shore Rd.,10+ Miles,kaitlyn44@adventure-works.com,Kaitlyn,Lewis,F,982-555-0123,"$70,000.00 ",S,66,High School,Professional,2
15907,5652 Dianda Dr.,2-5 Miles,steven25@adventure-works.com,Steven,Bailey,M,848-555-0180,"$60,000.00 ",M,648,Partial College,Professional,2
15908,3627 Creekside Drive,10+ Miles,david65@adventure-works.com,David,Wilson,M,280-555-0123,"$60,000.00 ",M,329,Partial College,Professional,2
15909,5339 Eagle Peak Avenue,10+ Miles,cassidy4@adventure-works.com,Cassidy,Ross,F,612-555-0162,"$60,000.00 ",M,334,Partial College,Professional,2
15910,4887 Benthill Ct,2-5 Miles,caleb8@adventure-works.com,Caleb,Hughes,M,230-555-0192,"$70,000.00 ",M,358,Partial College,Professional,4
15911,3600 F Street,10+ Miles,maria58@adventure-works.com,Maria,Baker,F,447-555-0163,"$60,000.00 ",M,611,High School,Professional,2
15912,7799 Reality Dr,10+ Miles,mya15@adventure-works.com,Mya,Simmons,F,891-555-0191,"$60,000.00 ",S,369,High School,Professional,3
15913,5305 Cowell Road,2-5 Miles,antonio11@adventure-works.com,Antonio,Hughes,M,955-555-0118,"$60,000.00 ",M,55,High School,Professional,3
15914,4569 La Salle Ct.,10+ Miles,logan19@adventure-works.com,Logan,Bryant,M,206-555-0173,"$70,000.00 ",S,633,Partial College,Professional,4
15915,4184 Lee Lane,10+ Miles,alex14@adventure-works.com,Alex,Cox,M,222-555-0195,"$70,000.00 ",S,331,Partial College,Professional,4
15916,9093 Kirker Pass Road,2-5 Miles,brandon53@adventure-works.com,Brandon,Walker,M,180-555-0147,"$70,000.00 ",M,62,Partial College,Professional,4
15917,8781 Valley Crest Drive,10+ Miles,emily13@adventure-works.com,Emily,White,F,619-555-0125,"$70,000.00 ",M,49,Partial College,Professional,4
15918,2866 Reisling Court,10+ Miles,roberto1@adventure-works.com,Roberto,Ruiz,M,157-555-0190,"$70,000.00 ",S,612,Partial College,Professional,5
15919,7791 Running Springs Road,0-1 Miles,rebekah9@adventure-works.com,Rebekah,Prasad,F,1 (11) 500 555-0176,"$130,000.00 ",M,241,Partial College,Professional,2
